City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
3338,Kalmunai,LK,80.53,light rain,7.42,81.82,VS Villa
3349,Tuatapere,NZ,48.99,light rain,-46.13,167.69,Ron and Tony's Bed & Breakfast
3353,Pereira Barreto,BR,77.77,light rain,-20.64,-51.11,Hotel Samambaia
3355,Redmond,US,51.01,light rain,47.67,-122.12,Seattle Marriott Redmond
3360,Oriximina,BR,88.34,light rain,-1.77,-55.87,Pousada Tia Amélia
3364,San Patricio,PY,82.83,light rain,-26.98,-56.83,Posada Doña Antonia
3365,Sabha,LY,76.66,light rain,27.03,14.43,محطة سفر غات
3369,Sibolga,ID,71.74,light rain,1.74,98.78,Hotel Syariah CN Darussalam
3370,Waipawa,NZ,65.05,light rain,-39.94,176.59,T A Commercial Hotel
3371,San Francisco,CO,59.22,light rain,1.17,-76.88,Estación de Policía San Francisco
3373,Lorengau,PG,82.22,moderate rain,-2.02,147.27,Lorengau Harbourside Hotel
3376,Frederico Westphalen,BR,86.0,light rain,-27.36,-53.4,Hotel Palace Frederico
3393,Nexo,DK,48.2,light rain,55.06,15.13,Strandhotel Balka Søbad
3401,Meulaboh,ID,81.19,light rain,4.14,96.13,Kost Pria
3408,Canoinhas,BR,69.22,moderate rain,-26.18,-50.4,Santa Catarina Plaza Hotel
3426,Port Blair,IN,80.94,light rain,11.67,92.75,Fortune Resort Bay Island
3437,Kudahuvadhoo,MV,81.95,moderate rain,2.67,72.89,Orange Inn Maldives
3448,Biak,ID,80.92,light rain,-0.91,122.88,Villa Mas Biak
3455,Paso De Los Toros,UY,73.9,light rain,-32.81,-56.52,Complejo Isabelino
3474,Sola,TZ,72.18,light rain,-3.17,33.8,Peace Hotel
3494,Shakiso,ET,59.09,moderate rain,5.77,38.9,Heluya International Hotel
3505,Qinhuangdao,CN,50.9,moderate rain,39.94,119.59,Qinhuangdao Peninsula Seasons Hotel And Apartment
3517,Inirida,CO,84.74,light rain,3.87,-67.92,Fuente del Guania Hotel de Lujo
3523,Soreang,ID,69.17,light rain,-7.03,107.52,Sutan Raja Hotel and Convention Centre
3524,Eldoret,KE,57.78,light rain,0.52,35.27,Flora Homes
3544,La Rioja,AR,75.92,light rain,-29.41,-66.86,Hotel Libertador
3571,Belmonte,PT,51.01,overcast clouds,40.36,-7.35,Pousada Convento de Belmonte
3581,Lannion,FR,50.0,light rain,48.73,-3.46,Hotel Arcadia
3598,Dukat,AL,61.0,moderate rain,40.25,19.57,Llogora Tourist Village
3610,Hofn,IS,45.63,light rain,64.25,-15.21,Hótel Höfn
3611,Rikitea,PF,71.92,light rain,-23.12,-134.97,Pension Maro'i
3621,Kilindoni,TZ,81.86,light rain,-7.91,39.67,Bustani B&B
3628,Finschhafen,PG,79.81,light rain,-6.6,147.85,
3647,Hithadhoo,MV,81.05,light rain,-0.6,73.08,Scoop Guest House
3650,Kapaa,US,69.8,thunderstorm with rain,22.08,-159.32,Courtyard by Marriott Kaua'i at Coconut Beach
3652,Kaitangata,NZ,50.0,moderate rain,-46.28,169.85,
3654,Mataura,NZ,48.99,moderate rain,-46.19,168.86,Ellie's Villa
3661,East London,ZA,66.34,light rain,-33.02,27.91,Tu Casa
3665,Port Alfred,ZA,66.0,overcast clouds,-33.59,26.89,The Halyards Hotel
3669,Bambanglipuro,ID,72.84,light rain,-7.95,110.28,Puri Brata
3675,Manokwari,ID,74.46,light rain,-0.87,134.08,Swiss Belhotel Manokwari
3704,Tangshan,CN,52.11,moderate rain,39.63,118.17,Civil Affairs Hotel
3705,Burnie,AU,53.01,light rain,-41.05,145.91,Beachfront Voyager Motor Inn
3709,Chimore,BO,83.84,moderate rain,-16.98,-65.13,Bichito
3717,Tevaitoa,PF,80.42,light rain,-16.78,-151.5,Hôtel Raiatea Lodge
3735,Naze,NG,77.18,moderate rain,5.43,7.07,Female Hostel C
3763,Kavieng,PG,78.01,heavy intensity rain,-2.57,150.8,Nusa Island Retreat
3767,Ponta Do Sol,BR,69.98,moderate rain,-20.63,-46.0,Hotel Escarpas do Lago
3797,Richards Bay,ZA,69.17,light rain,-28.77,32.06,BON Hotel Waterfront Richards Bay
3803,Zetel,DE,45.0,light rain,53.42,7.97,Friesische Wehde
3806,Ko Samui,TH,82.04,moderate rain,9.54,99.94,"The Passage Samui Villas & Resort, Thailand"
3811,Kandrian,PG,73.04,light rain,-6.21,149.55,
3818,Santiago,PH,70.12,moderate rain,16.69,121.54,GraceHill EconoSuites
3851,Kalmunai,LK,80.53,light rain,7.42,81.82,VS Villa
3862,Tuatapere,NZ,48.99,light rain,-46.13,167.69,Ron and Tony's Bed & Breakfast
3866,Pereira Barreto,BR,77.77,light rain,-20.64,-51.11,Hotel Samambaia
3868,Redmond,US,51.01,light rain,47.67,-122.12,Seattle Marriott Redmond
3873,Oriximina,BR,84.61,light rain,-1.77,-55.87,Pousada Tia Amélia
3877,San Patricio,PY,82.83,light rain,-26.98,-56.83,Posada Doña Antonia
3878,Sabha,LY,76.66,light rain,27.03,14.43,محطة سفر غات
3882,Sibolga,ID,71.74,light rain,1.74,98.78,Hotel Syariah CN Darussalam
3883,Waipawa,NZ,65.05,light rain,-39.94,176.59,T A Commercial Hotel
3886,Lorengau,PG,82.22,moderate rain,-2.02,147.27,Lorengau Harbourside Hotel
3889,Frederico Westphalen,BR,86.0,light rain,-27.36,-53.4,Hotel Palace Frederico
3906,Nexo,DK,48.2,light rain,55.06,15.13,Strandhotel Balka Søbad
3914,Meulaboh,ID,81.19,light rain,4.14,96.13,Kost Pria
3921,Canoinhas,BR,68.88,moderate rain,-26.18,-50.4,Santa Catarina Plaza Hotel
3939,Port Blair,IN,81.32,light rain,11.67,92.75,Fortune Resort Bay Island
3950,Kudahuvadhoo,MV,81.95,moderate rain,2.67,72.89,Orange Inn Maldives
3961,Biak,ID,79.07,moderate rain,-0.91,122.88,Villa Mas Biak
3968,Paso De Los Toros,UY,73.9,light rain,-32.81,-56.52,Complejo Isabelino
3987,Sola,TZ,71.74,light rain,-3.17,33.8,Peace Hotel
4004,Shimoda,JP,50.0,light rain,34.7,138.93,Shimoda Tokyu Hotel
4007,Shakiso,ET,59.09,moderate rain,5.77,38.9,Heluya International Hotel
4018,Qinhuangdao,CN,50.54,moderate rain,39.94,119.59,Qinhuangdao Peninsula Seasons Hotel And Apartment
4030,Inirida,CO,84.74,light rain,3.87,-67.92,Fuente del Guania Hotel de Lujo
4036,Soreang,ID,69.17,light rain,-7.03,107.52,Sutan Raja Hotel and Convention Centre
4037,Eldoret,KE,57.78,light rain,0.52,35.27,Flora Homes
4039,Balabac,PH,80.02,light rain,7.99,117.06,Sing and Swing Lodge
4057,La Rioja,AR,75.92,light rain,-29.41,-66.86,Hotel Libertador
4084,Belmonte,PT,52.0,overcast clouds,40.36,-7.35,Pousada Convento de Belmonte
4094,Lannion,FR,50.0,light rain,48.73,-3.46,Hotel Arcadia
4111,Dukat,AL,57.99,moderate rain,40.25,19.57,Llogora Tourist Village
4123,Hofn,IS,45.63,light rain,64.25,-15.21,Hótel Höfn
4124,Rikitea,PF,71.92,light rain,-23.12,-134.97,Pension Maro'i
4134,Kilindoni,TZ,81.86,light rain,-7.91,39.67,Bustani B&B
4141,Finschhafen,PG,79.81,light rain,-6.6,147.85,
4160,Hithadhoo,MV,81.05,light rain,-0.6,73.08,Scoop Guest House
4163,Kapaa,US,71.6,heavy intensity rain,22.08,-159.32,Courtyard by Marriott Kaua'i at Coconut Beach
4165,Kaitangata,NZ,50.0,moderate rain,-46.28,169.85,
4167,Mataura,NZ,48.99,moderate rain,-46.19,168.86,Ellie's Villa
4174,East London,ZA,66.34,light rain,-33.02,27.91,Tu Casa
4178,Port Alfred,ZA,66.0,overcast clouds,-33.59,26.89,The Halyards Hotel
4182,Bambanglipuro,ID,72.84,light rain,-7.95,110.28,Puri Brata
4188,Manokwari,ID,74.46,light rain,-0.87,134.08,Swiss Belhotel Manokwari
4201,Hobart,AU,52.0,light rain,-42.88,147.33,St Ives Apartments
4216,Olinda,AU,54.0,light rain,-37.84,145.39,Mary Cards Coach House
4217,Tangshan,CN,52.11,moderate rain,39.63,118.17,Civil Affairs Hotel
4218,Burnie,AU,54.0,light rain,-41.05,145.91,Beachfront Voyager Motor Inn
4222,Chimore,BO,83.84,moderate rain,-16.98,-65.13,Bichito
4230,Tevaitoa,PF,80.42,light rain,-16.78,-151.5,Hôtel Raiatea Lodge
4248,Naze,NG,77.18,moderate rain,5.43,7.07,Female Hostel C
4276,Kavieng,PG,78.01,heavy intensity rain,-2.57,150.8,Nusa Island Retreat
4280,Ponta Do Sol,BR,69.98,moderate rain,-20.63,-46.0,Hotel Escarpas do Lago
4310,Richards Bay,ZA,69.17,light rain,-28.77,32.06,BON Hotel Waterfront Richards Bay
4316,Zetel,DE,45.0,light rain,53.42,7.97,Friesische Wehde
4319,Ko Samui,TH,82.04,moderate rain,9.54,99.94,"The Passage Samui Villas & Resort, Thailand"
4324,Kandrian,PG,73.04,light rain,-6.21,149.55,
4326,Nueva Loja,EC,84.2,light rain,0.08,-76.88,Hotel Restaurant D'Mario
4331,Santiago,PH,70.12,moderate rain,16.69,121.54,GraceHill EconoSuites
4364,Kalmunai,LK,80.53,light rain,7.42,81.82,VS Villa
4375,Tuatapere,NZ,48.99,light rain,-46.13,167.69,Ron and Tony's Bed & Breakfast
4379,Pereira Barreto,BR,77.77,light rain,-20.64,-51.11,Hotel Samambaia
4381,Redmond,US,51.01,light rain,47.67,-122.12,Seattle Marriott Redmond
4386,Oriximina,BR,84.61,light rain,-1.77,-55.87,Pousada Tia Amélia
4390,San Patricio,PY,82.83,light rain,-26.98,-56.83,Posada Doña Antonia
4391,Sabha,LY,76.66,light rain,27.03,14.43,محطة سفر غات
4395,Sibolga,ID,71.74,light rain,1.74,98.78,Hotel Syariah CN Darussalam
4396,Waipawa,NZ,65.05,light rain,-39.94,176.59,T A Commercial Hotel
4399,Lorengau,PG,82.22,moderate rain,-2.02,147.27,Lorengau Harbourside Hotel
4402,Frederico Westphalen,BR,79.48,light rain,-27.36,-53.4,Hotel Palace Frederico
4419,Nexo,DK,48.2,light rain,55.06,15.13,Strandhotel Balka Søbad
4427,Meulaboh,ID,81.19,light rain,4.14,96.13,Kost Pria
4434,Canoinhas,BR,68.88,moderate rain,-26.18,-50.4,Santa Catarina Plaza Hotel
4452,Port Blair,IN,81.32,light rain,11.67,92.75,Fortune Resort Bay Island
4463,Kudahuvadhoo,MV,81.95,moderate rain,2.67,72.89,Orange Inn Maldives
4474,Biak,ID,79.07,moderate rain,-0.91,122.88,Villa Mas Biak
4481,Paso De Los Toros,UY,73.9,light rain,-32.81,-56.52,Complejo Isabelino
4500,Sola,TZ,71.74,light rain,-3.17,33.8,Peace Hotel
4517,Shimoda,JP,48.0,light rain,34.7,138.93,Shimoda Tokyu Hotel
4520,Shakiso,ET,59.09,moderate rain,5.77,38.9,Heluya International Hotel
4531,Qinhuangdao,CN,50.54,moderate rain,39.94,119.59,Qinhuangdao Peninsula Seasons Hotel And Apartment
4543,Inirida,CO,84.74,light rain,3.87,-67.92,Fuente del Guania Hotel de Lujo
4549,Soreang,ID,69.17,light rain,-7.03,107.52,Sutan Raja Hotel and Convention Centre
4550,Eldoret,KE,57.78,light rain,0.52,35.27,Flora Homes
4552,Balabac,PH,80.02,light rain,7.99,117.06,Sing and Swing Lodge
4570,La Rioja,AR,75.92,light rain,-29.41,-66.86,Hotel Libertador
4597,Belmonte,PT,51.01,overcast clouds,40.36,-7.35,Pousada Convento de Belmonte
4607,Lannion,FR,50.0,light rain,48.73,-3.46,Hotel Arcadia
4624,Dukat,AL,57.0,moderate rain,40.25,19.57,Llogora Tourist Village
